emp_no,first_name,last_name,from_date,salary,title
94898,Kristof,Vandervoorde,1991-09-24,40849,Engineer
215289,Eckart,Anger,2001-05-21,49356,Engineer
94915,Maya,Socorro,1997-01-14,40000,Engineer
215262,Naraig,Meszaros,1991-03-02,54118,Engineer
94940,Hiroyasu,Passino,2001-09-14,40000,Engineer
28985,Jeanna,Kohling,1999-11-25,56583,Engineer
94957,Roselyn,Genther,1992-04-18,44504,Engineer
215253,Niranjan,Conde,1998-04-04,43634,Engineer
94970,Kwangjo,Huhdanpaa,1995-01-25,40000,Engineer
94973,Kwan,Peck,1999-06-29,48251,Engineer
259794,Gen,DasSarma,1999-05-06,40000,Engineer
215248,Dmitri,Sinicrope,1987-12-23,46523,Engineer
94988,Martina,Improta,1987-12-11,40000,Engineer
94998,Goh,Koblitz,1987-01-31,40000,Engineer
28993,Domenick,Rijckaert,1988-07-21,65380,Engineer
95003,Eberhardt,Baba,1987-08-06,40000,Engineer
95017,Divier,Arlazarov,1999-12-22,52274,Engineer
95027,Godehard,Kriebel,1993-10-08,40000,Engineer
215204,Cristinel,Rothenberg,1997-07-29,40000,Engineer
95036,Christfried,Sessa,1986-11-26,73520,Engineer
259787,Yonghong,Giveon,1985-12-02,70865,Engineer
95052,Richara,Masada,1995-12-25,41876,Engineer
29008,Werner,Pulkowski,1998-03-07,40000,Engineer
95090,Hidde,Cochrane,1993-12-20,73992,Engineer
95101,Marit,Snedden,1994-12-20,40000,Engineer
215191,Gil,Cochrane,1990-03-31,63060,Engineer
215172,Sukumar,Vigier,1986-01-09,49864,Engineer
95126,Danae,Nitto,2001-07-30,65863,Engineer
95133,Shiv,Strandh,1992-07-27,40000,Engineer
95145,Marla,Milicia,1995-04-21,40000,Engineer
95146,Remzi,Serov,1989-01-22,46924,Engineer
215159,Eishiro,Ranon,1991-01-02,61499,Engineer
215156,Kensei,Conti,1997-05-07,40000,Engineer
95153,Guangming,Kawashima,1985-12-16,57490,Engineer
29030,Nikolaus,Heiserman,1997-11-04,66552,Engineer
252065,Shigehito,Warwick,1991-02-08,52123,Engineer
95169,Godehard,Bisiani,1997-08-19,40000,Engineer
215155,Hideyuki,Erdi,1986-12-23,60531,Engineer
95176,Demin,Markovitch,1994-05-05,64760,Engineer
95185,Vesna,Roisin,1996-10-04,70534,Engineer
215126,Jouni,Snedden,2002-07-14,50773,Engineer
29032,Mizuhito,Rassart,1999-12-11,61256,Engineer
95214,Sham,Vesna,1996-12-27,55285,Engineer
95223,Torsten,Quittner,1999-06-22,40000,Engineer
95232,Atreyi,Ernst,1998-12-25,40000,Engineer
95238,Hailing,Danner,1989-10-23,40000,Engineer
215113,Chikara,Imataki,1996-07-08,40000,Engineer
252055,Seongbae,Krychniak,1994-04-27,43056,Engineer
29052,Doowon,Azulay,1993-02-09,40000,Engineer
29059,Arumugam,Legleitner,1986-06-29,57837,Engineer
95285,Dipayan,Muhling,1998-06-13,78422,Engineer
95289,Teunis,Coombs,1989-05-19,43027,Engineer
215096,Jiafu,Zumaque,1991-09-30,55081,Engineer
215091,Mayuri,Andreotta,1995-12-30,41820,Engineer
95294,Dulce,Bain,1986-07-13,59900,Engineer
261888,Gunilla,Hammerschmidt,1997-03-16,50276,Engineer
215069,Nakhoon,Erva,1999-07-09,55943,Engineer
29063,Mary,Seuren,1987-06-15,41782,Engineer
215055,Percy,Percebois,1996-01-14,54947,Engineer
95323,Patricia,Makinen,1986-03-21,40000,Engineer
95340,Yongmin,Simmen,1992-08-26,58909,Engineer
95344,Rutger,Herber,1999-09-25,54401,Engineer
215021,Horward,Staylopatis,1986-03-26,72531,Engineer
215020,Xiadong,Flexer,2000-04-30,64456,Engineer
95357,Aria,Karunanithi,2001-08-24,46712,Engineer
95372,Sanjeeva,Cochrane,1991-08-22,46186,Engineer
95376,Vishu,Docker,2001-01-10,59216,Engineer
215014,Matt,Kriebel,1997-03-28,40000,Engineer
95384,Chinya,Jiafu,1989-02-20,41632,Engineer
95386,Maik,Claffy,2000-03-31,55109,Engineer
95393,Udaiprakash,Magliocco,1985-05-02,40000,Engineer
95398,Mohit,Gill,1994-09-05,42226,Engineer
95399,Goa,Raney,1989-06-14,40000,Engineer
95401,Tru,Walston,1995-08-15,40000,Engineer
214982,KayLiang,Garnick,1990-12-28,63109,Engineer
214969,Huei,Coorg,1994-04-01,43916,Engineer
95426,Shridhar,Candan,1997-01-13,40000,Engineer
214935,Makato,Hiroyama,1993-11-15,40000,Engineer
214931,Sariel,Lalonde,1991-05-23,50493,Engineer
252026,Bikash,Thimonier,1990-01-15,49618,Engineer
95460,Bedir,Oskamp,1999-04-06,40000,Engineer
214925,Giao,Penn,1991-04-28,42013,Engineer
29087,Marlo,Schieder,1994-07-05,41925,Engineer
95477,Guttorm,Junot,1993-10-10,57445,Engineer
214910,Gully,Braccini,1995-11-27,43956,Engineer
29097,Serge,Wilharm,1998-01-05,67343,Engineer
214901,Sivanarayana,Juneja,1991-05-05,40000,Engineer
95520,Jingling,Birsak,1986-07-27,51994,Engineer
95521,Yuichiro,Savasere,1999-02-16,51415,Engineer
95526,Khue,Schaar,1991-09-01,67386,Engineer
214885,Debaprosad,Kroft,1999-07-29,71153,Engineer
29101,Jouni,Salverda,1987-09-24,40000,Engineer
95551,Persi,Stiles,1990-05-30,40000,Engineer
95559,Ramzi,Hasenauer,1995-09-20,46046,Engineer
214865,Xuejia,Yavatkar,1993-10-13,68263,Engineer
29107,Diederik,Taubman,1992-10-12,53905,Engineer
214858,Yongdong,Kushner,1985-11-30,40000,Engineer
214855,Kwangho,Georg,1994-10-09,77242,Engineer
14298,Chriss,Granlund,1996-01-07,40000,Engineer
95620,Arunachalam,Dayang,1997-01-01,42872,Engineer
29126,Visit,Suessmith,1994-07-26,49310,Engineer
14302,Rosita,Comellas,1997-12-17,45483,Engineer
95662,Martien,Spell,1987-05-15,43669,Engineer
95682,Shugo,Mersereau,1993-08-28,73390,Engineer
95688,Arra,Plavsic,1999-02-25,57645,Engineer
95696,Akemi,Schaft,1998-09-04,45811,Engineer
214811,Serap,Kalloufi,1987-06-29,42030,Engineer
95714,Doohun,Kaiserswerth,1994-12-07,40000,Engineer
95715,Sanjiv,Stanfel,1999-10-25,65792,Engineer
95733,Yuchang,Talmor,1989-12-31,40000,Engineer
95735,Mircea,Rande,1988-10-26,50505,Engineer
214809,Munehiro,Fendler,1994-05-23,40000,Engineer
29141,Fun,Takanami,1999-09-12,45267,Engineer
95761,Djelloul,Luan,1990-01-12,61755,Engineer
95762,Yonghong,Itschner,1996-08-14,55326,Engineer
95783,Tsvetan,Lalonde,1996-08-02,40000,Engineer
95784,Arve,Fandrianto,1999-04-20,59793,Engineer
29161,Youssef,Foote,1997-08-31,44720,Engineer
252009,Sverrir,Barreiro,1997-06-24,40000,Engineer
214785,Arif,Sigstam,1995-04-02,51268,Engineer
95819,Hidde,McAffer,1989-12-02,40000,Engineer
95822,Divine,Teitelbaum,1999-07-09,40000,Engineer
95825,Felicidad,Zyda,1997-12-28,51155,Engineer
95828,Rayond,Garnier,1997-06-17,66072,Engineer
95835,Mori,Rajcani,1990-08-22,40134,Engineer
214768,Yakichi,Guardalben,1998-11-06,53861,Engineer
259749,Masanao,Eiter,1990-07-11,40000,Engineer
252004,Kazuhisa,Pettey,1988-03-11,40000,Engineer
95853,Manton,Flasterstein,1996-12-21,40000,Engineer
14322,Shem,Kakkad,1999-11-19,50363,Engineer
251999,Godehard,Krohn,1994-04-04,56057,Engineer
95887,Moie,Ferretti,1992-09-03,40000,Engineer
95890,Leni,Baba,1999-06-10,40000,Engineer
95893,Aleksander,Ossenbruggen,1986-03-28,50783,Engineer
95897,Giap,Tetzlaff,1996-04-09,58802,Engineer
95898,Brewster,Schaad,1992-02-04,41703,Engineer
214741,Xiahua,Piazza,1985-06-24,47215,Engineer
214731,Masami,Kobuchi,1994-08-29,68018,Engineer
214727,Berthier,Koprowski,1987-06-19,40000,Engineer
214725,Nigel,Weedon,1991-04-17,40000,Engineer
95915,Ung,Marsiglia,1998-12-20,41126,Engineer
95929,Hironoby,Kaltofen,1996-07-24,47518,Engineer
29191,Ayakannu,Krogh,1999-12-07,46650,Engineer
29194,Sarita,Peris,1990-10-22,47274,Engineer
251987,Chenxi,Angel,1995-05-13,40000,Engineer
251982,Xuedong,Hinsberger,1998-08-10,72800,Engineer
95969,Quingbo,Schwaller,1988-08-27,55583,Engineer
214693,Garnet,Kuzuoka,1987-04-16,40000,Engineer
95977,Hirochika,Gladwell,1998-11-27,45546,Engineer
95980,Richara,Krohn,1990-01-02,40000,Engineer
29200,Kwok,Vingron,1997-02-11,48514,Engineer
96007,Zorica,Biran,1992-11-25,40000,Engineer
96017,Shem,Morrow,1999-10-12,52077,Engineer
251973,Huan,Mandell,1998-07-20,40000,Engineer
96027,Tse,Eickenmeyer,1993-02-15,40000,Engineer
214681,Edwin,Dulli,1997-11-22,50591,Engineer
96045,Yurii,Itzigehl,1995-03-14,49655,Engineer
29206,Yunming,Chimia,1996-11-18,46621,Engineer
96059,Valter,Mandell,1986-05-24,40000,Engineer
96095,Magy,Radwan,1992-03-14,40000,Engineer
214663,Bangqing,Baez,1985-05-01,61240,Engineer
214657,Yurii,Papsdorf,1994-08-24,47761,Engineer
96132,Sachem,Wroclawski,1995-05-03,40147,Engineer
214646,Zdislav,Lortz,1995-01-23,40000,Engineer
214642,Breannda,Bahr,1992-06-10,44829,Engineer
96137,Stein,Lowrie,1997-01-02,40000,Engineer
96138,Lidong,Ghalwash,1995-07-13,40000,Engineer
96139,Constantijn,Pell,1986-02-09,40993,Engineer
96151,Boaz,Rosay,1990-04-30,48563,Engineer
29236,Radhia,Felcyn,1994-02-17,40000,Engineer
96161,Hugh,Riesenhuber,1988-09-01,51915,Engineer
251961,Lidong,Huxford,1990-04-30,56263,Engineer
29243,Sibyl,Koyama,1995-03-08,54488,Engineer
96189,Fumiko,Vecchio,1997-07-25,40000,Engineer
96196,Berthier,Zambonelli,1994-07-30,45838,Engineer
96197,Yechiam,Himler,1987-02-14,40000,Engineer
96201,Suvo,Guting,1986-03-07,49635,Engineer
214616,Phillip,Paciorek,1997-02-24,48421,Engineer
96265,Nalini,Salverda,2002-05-07,40000,Engineer
96268,Jingling,Kropatsch,1989-11-02,75994,Engineer
96289,Jungsoon,Crelier,1994-02-27,40000,Engineer
214570,Kiyokazu,Apsitis,1997-09-11,66116,Engineer
214563,Basil,Ramras,1996-01-23,51422,Engineer
96300,Gift,Neiman,1989-07-14,40000,Engineer
214553,Claude,Madeira,1996-10-30,40000,Engineer
29256,Mountaz,Schiettecatte,1987-12-04,41599,Engineer
96311,Candido,Riesenhuber,1988-01-06,51609,Engineer
214546,Sanjoy,Kaelbling,1991-12-15,72074,Engineer
96325,Toney,Mungall,1991-03-02,80740,Engineer
96342,Pranjal,Manders,1989-01-18,42157,Engineer
96343,Shan,Middleton,1993-05-07,43764,Engineer
96346,Gian,Pettis,1997-11-17,70496,Engineer
214512,Ishfaq,Munck,1990-09-16,40000,Engineer
214511,Masaki,Marquardt,1985-02-18,40000,Engineer
14332,Wilmer,Nitto,1999-03-18,40000,Engineer
96385,Gudjon,Thambidurai,1996-02-27,62358,Engineer
96394,Aloke,Vuskovic,1992-12-26,49078,Engineer
29312,Yefim,Feldhoffer,1997-10-29,40000,Engineer
96400,Guenter,Doering,1993-11-10,53113,Engineer
96405,Subbu,Barreiro,1998-04-11,65706,Engineer
29317,Navin,Conia,1988-06-23,40000,Engineer
214494,Alper,Codenie,1993-05-14,40000,Engineer
96432,Taisook,Raoux,1994-03-22,40000,Engineer
96433,Mantis,Vecchio,2001-12-31,45865,Engineer
214491,Ulf,Cromarty,1993-09-15,67347,Engineer
96446,Paris,Gajiwala,1998-07-10,40000,Engineer
251959,Djelloul,Masand,1987-02-10,44605,Engineer
96479,Paraskevi,Perry,1990-03-23,48576,Engineer
96504,Arnould,Miyakawa,1998-04-03,40000,Engineer
96512,Yongdong,McAffer,1999-05-25,76099,Engineer
96516,Hugo,Peyn,1989-10-05,40000,Engineer
96520,Mikhail,Fontet,1991-05-11,40000,Engineer
29329,Takushi,Sooriamurthi,1989-10-14,58949,Engineer
214445,Shaw,Decleir,1985-04-28,40000,Engineer
259726,Houman,Cyne,1997-04-15,40000,Engineer
96560,Parto,Kushner,1998-04-19,40000,Engineer
14342,Hairong,Iacovou,1990-07-19,56327,Engineer
96587,Yaghout,Kobara,1985-12-11,40000,Engineer
96599,Kwee,Salverda,1986-08-01,40000,Engineer
96604,Jiong,Panienski,1990-05-24,70970,Engineer
96615,Arunas,Marchegay,1998-07-22,40000,Engineer
251956,Tetsushi,Karner,1997-03-27,40000,Engineer
96631,Maha,Brender,1993-04-08,40000,Engineer
214422,JoAnna,Larfeldt,1989-12-07,41333,Engineer
251947,Jouko,Pluym,2001-10-09,40000,Engineer
96659,Lubomir,Giveon,1991-04-30,54479,Engineer
29372,Parke,Chinin,1992-03-12,40000,Engineer
96671,Brewster,Glowinski,1992-07-01,40000,Engineer
96689,Emdad,Roohalamini,1994-06-06,40000,Engineer
96691,Ekawit,Michaels,1990-01-24,40000,Engineer
29376,Make,Bierman,1992-08-16,47083,Engineer
96710,Kristian,Sethi,1996-03-08,42045,Engineer
96716,Huai,Snyers,1989-03-28,45153,Engineer
96732,Basim,Peres,1999-08-26,40000,Engineer
96735,Zejun,Conti,1990-05-15,48842,Engineer
251921,Fusako,Mellouli,1985-10-12,55264,Engineer
96746,Heping,Bale,1997-12-24,77497,Engineer
14369,Hiroyasu,Cardazo,1989-12-04,43031,Engineer
29391,Jayesh,Huhdanpaa,1994-09-27,54825,Engineer
29404,Sastry,Reeker,1996-08-23,40000,Engineer
251913,Rildo,Hellwagner,1998-10-23,49131,Engineer
29407,Reuven,Strandh,1988-08-05,40000,Engineer
96797,Munehiro,Highland,1998-05-11,40000,Engineer
214376,Jingling,Krogh,1994-01-08,40000,Engineer
96836,Mario,Fujisawa,1990-04-28,45840,Engineer
96844,Tommaso,Maliniak,1996-08-30,40000,Engineer
96853,Maha,Rissanen,1985-07-13,40000,Engineer
96861,Shigeo,Azevdeo,1991-09-14,82146,Engineer
96865,Josyula,Ulupinar,1985-12-25,53282,Engineer
96869,Mohammad,Straney,1999-10-14,40000,Engineer
29419,Kendra,Scharstein,1986-08-12,51369,Engineer
96883,Torsten,England,1999-03-29,52222,Engineer
96900,Dekang,Solovay,1997-11-04,40000,Engineer
29436,Godehard,Schnelling,1988-08-07,52520,Engineer
29443,Maya,Lambe,2000-01-24,40000,Engineer
214365,Steen,Vernadat,1991-10-31,50506,Engineer
96944,Yurij,Rabehasaina,1997-05-14,55586,Engineer
214326,Gianluca,Grabner,1995-11-19,40000,Engineer
14372,Saniya,Srimani,2002-06-02,57667,Engineer
214323,Gianluca,Yetim,1999-11-08,40000,Engineer
251903,Fabrizio,Menhoudj,1998-12-29,56310,Engineer
96977,Mabo,Pavlopoulou,2001-10-06,40000,Engineer
259717,Masanao,Msuda,1999-04-19,40499,Engineer
214261,Terresa,Munch,1992-11-03,40000,Engineer
214244,Sushant,Merkl,1999-03-05,62178,Engineer
97006,Remmert,Trystram,2000-07-16,40000,Engineer
97007,Suzette,Solares,1998-09-22,65312,Engineer
214241,Toshimo,Strandh,1985-08-11,66193,Engineer
29469,Rafael,Cmelik,1995-04-09,46713,Engineer
214220,Woody,Bahi,1991-06-04,74144,Engineer
214216,Stabislas,Billawala,1985-06-01,40000,Engineer
214211,Miomir,Peres,1987-12-26,56701,Engineer
214189,Panayotis,Junot,1986-09-08,40000,Engineer
97089,Magy,Georg,1986-05-19,59183,Engineer
97099,Chinya,Kaiserswerth,1986-07-10,53077,Engineer
29476,Elzbieta,Awdeh,1994-10-01,40000,Engineer
214178,Froduald,Bruckman,1992-11-26,45572,Engineer
97114,Paraskevi,Monkewich,1985-04-07,59226,Engineer
97115,Giao,Flowers,2002-04-05,43169,Engineer
10198,Pranav,Furedi,1985-08-31,44076,Engineer
97123,Basim,Suppi,1996-01-25,46861,Engineer
251898,Susanta,Minakawa,1997-10-24,54687,Engineer
261476,Arlette,Bala,1998-03-27,50299,Engineer
214171,Sergi,Saoudi,1995-08-06,40000,Engineer
29502,Nikolaos,Ozeki,1999-10-16,48053,Engineer
97202,Hideo,Molberg,1992-10-27,40000,Engineer
97203,Tonia,Velardi,1989-04-07,40577,Engineer
97205,Zhenhua,Baar,1988-10-19,52186,Engineer
97214,Marl,Schneeberger,1998-02-28,40000,Engineer
214155,Achilleas,Randt,1998-04-12,58500,Engineer
214147,Jianhua,Tzvieli,1993-02-26,40000,Engineer
214121,Saddek,Luks,1989-08-06,44346,Engineer
97235,Karsten,Morrin,1999-07-20,40000,Engineer
29507,Adel,Panwar,1988-10-05,58624,Engineer
214105,Krisda,Bhattacharjee,1989-01-21,40000,Engineer
97252,Saniya,Markovitch,1987-04-16,40000,Engineer
97257,Kristin,Cronin,1989-11-13,70283,Engineer
29511,Sadegh,Taubman,1998-10-13,47419,Engineer
97287,Chanjung,Rajala,1990-03-09,40000,Engineer
97290,Halsur,Nollmann,1999-05-25,40000,Engineer
29513,Genki,Cusworth,1985-07-08,43835,Engineer
97335,Demin,Haddadi,2002-05-26,54629,Engineer
97354,Piyush,Werthner,1996-12-12,40000,Engineer
97355,Hideo,Warwick,1987-01-04,62730,Engineer
97371,Tuval,Shackel,1993-06-21,55245,Engineer
214071,Jordanka,Goldhammer,1988-12-22,61772,Engineer
214021,Leah,Gammage,1992-04-10,49920,Engineer
97420,Jacqueline,Monkewich,1993-12-28,52980,Engineer
97428,Rildo,Sankaranarayanan,1986-10-08,68337,Engineer
97430,Jasminko,Koshiba,1997-10-12,62010,Engineer
97446,Shietung,Christianini,1987-07-13,48118,Engineer
214000,Muneo,Staudhammer,1995-03-30,40000,Engineer
29529,Leni,Coors,1997-07-14,40000,Engineer
14418,Chriss,Kadhim,1995-12-09,61764,Engineer
251873,Abdelwaheb,Miyakawa,1997-01-22,40000,Engineer
29556,Xiping,Birnbaum,1998-08-20,55325,Engineer
29559,Shin,Edelhoff,1999-02-10,56698,Engineer
213999,Bogdan,Vigier,1993-10-12,40000,Engineer
213998,Jiong,Navazio,1999-07-22,46814,Engineer
97494,Mariangiola,Daescu,1988-07-15,40000,Engineer
97495,Satyanarayana,Fadgyas,1996-01-21,40000,Engineer
97496,Brewster,Conde,1999-12-11,66818,Engineer
97502,Ibibia,Lindenbaum,1998-07-25,65530,Engineer
213990,Ung,Simmen,1990-01-10,40697,Engineer
97512,Djelloul,DeMori,1986-06-14,40000,Engineer
29563,Kiam,Salvesen,1998-11-22,53732,Engineer
14422,Toshimo,Gadepally,1985-10-20,59001,Engineer
213976,Leah,Sidou,1985-08-17,42981,Engineer
97540,Lubomir,Brodal,1988-12-03,40000,Engineer
97571,Guoxiang,Itzigehl,1996-12-02,73188,Engineer
97575,Nahum,Maksimenko,1994-06-14,40000,Engineer
213973,Nevio,Guerreiro,1999-01-09,45484,Engineer
97588,Radhakrishnan,Lindenbaum,1992-06-03,50848,Engineer
97606,Uzi,Conti,1988-04-24,40000,Engineer
251862,Kauko,Molenaar,1987-11-20,40000,Engineer
97628,Xiaobin,Luck,1990-07-12,40000,Engineer
213961,Jaideep,Weedon,2001-11-28,40000,Engineer
213960,Stella,Rahier,1997-12-03,48190,Engineer
213945,Qiwen,Imataki,1998-08-24,44359,Engineer
251859,Eishiro,Birnbaum,1991-08-21,63567,Engineer
213900,Aran,Denos,1999-04-17,62241,Engineer
14439,Raimond,Woycyznski,1986-11-01,80654,Engineer
29622,Yifei,Mattern,2002-04-04,42526,Engineer
29623,Heekeun,Stille,1996-06-26,40000,Engineer
259693,Steen,Rosen,1992-11-12,45545,Engineer
251835,Margo,Iacovou,1993-09-03,40000,Engineer
213877,Temple,Swick,1989-06-11,48712,Engineer
14456,Feiyu,Rehfuss,1989-11-20,57852,Engineer
97714,Chirstian,Heusch,1995-07-08,55501,Engineer
97717,Masami,Cooman,1998-02-28,56106,Engineer
29644,Feixiong,Vernadat,1994-02-21,40000,Engineer
97730,Shooichi,Smeets,1993-03-27,40000,Engineer
213863,Nimmagadda,Saoudi,1986-08-23,42252,Engineer
97757,Subhada,Atrawala,1995-05-31,69937,Engineer
97774,Evgueni,Farrar,1991-10-01,40000,Engineer
97775,Maren,Mahmud,1991-06-26,40000,Engineer
14460,Yagil,Lueh,1988-01-23,56267,Engineer
97782,Taiji,Openshaw,1989-02-25,40000,Engineer
97790,Laurentiu,Tsukuda,1996-10-24,40000,Engineer
97807,Satyanarayana,Felcyn,1989-07-17,43986,Engineer
97824,Pantung,Yoshimura,1987-09-21,40000,Engineer
251825,Baziley,Horswill,1992-10-21,45714,Engineer
97843,Barna,Lenart,1999-09-20,40000,Engineer
213835,Tommaso,Rothenberg,1989-07-27,43063,Engineer
97868,Jiang,Srimani,1994-05-29,40000,Engineer
213831,Stafford,Radwan,1994-08-18,44081,Engineer
213826,Subhash,Chenoweth,1985-09-06,71478,Engineer
97900,Ranan,Passafiume,1986-08-22,51617,Engineer
213823,Shih,Lorho,1990-12-02,47683,Engineer
97913,Saeko,Staylopatis,1997-07-23,40000,Engineer
251780,Yakkov,Maierhofer,2000-01-21,44140,Engineer
97925,Kwok,Beeson,1987-06-01,43149,Engineer
213803,Yonghong,Lamba,1995-12-20,67651,Engineer
97931,Malu,Beidas,1996-10-20,45116,Engineer
29706,Giordano,Farrow,1990-10-02,40000,Engineer
97961,Val,Laurillard,1989-10-06,42891,Engineer
213773,Arif,Waleschkowski,2000-06-08,52962,Engineer
98016,Mabhin,Lamma,1998-07-29,41784,Engineer
213754,Kauko,Ventosa,1995-10-03,52188,Engineer
213736,Selwyn,Reistad,1997-02-03,40000,Engineer
213731,Nagui,Gustavson,1999-10-16,54948,Engineer
98031,Masaki,Petersohn,2002-03-25,40000,Engineer
98038,Mack,Peron,1987-11-17,40000,Engineer
98040,Ortrun,Pettis,2000-05-21,50057,Engineer
29722,Aron,Flanders,1998-01-18,54348,Engineer
29723,Guiseppe,Radhakrishnan,1999-11-10,42621,Engineer
98052,JoAnne,Binding,2000-01-24,47290,Engineer
213726,Houman,Makrucki,1998-10-14,40000,Engineer
98064,Odysseas,Danner,1989-09-17,40000,Engineer
98069,Waiman,Dolinsky,1987-01-23,45767,Engineer
213712,Remzi,Sankaranarayanan,1998-02-13,40000,Engineer
98075,Limsoon,Pearson,1997-04-27,90388,Engineer
14484,Gift,Backhouse,1999-09-14,64573,Engineer
29730,Maha,Vecchio,1996-04-02,40000,Engineer
98083,Nitsan,Vieth,1998-02-10,49414,Engineer
98095,Remco,Maquelin,1994-10-13,40000,Engineer
29756,Kazuhide,Nittel,1994-08-20,53848,Engineer
14486,Indrajit,Birdsall,1994-08-12,40000,Engineer
213693,Martine,Gopalakrishnan,1998-04-30,63232,Engineer
213691,Diederik,Schmezko,1996-09-18,53128,Engineer
98149,Moss,Preusig,1993-02-18,40000,Engineer
98158,Tze,Leivant,1999-02-13,40000,Engineer
98167,Toshiki,Comte,1989-01-22,40000,Engineer
98174,Rutger,Salverda,1992-09-06,54834,Engineer
98177,Aruna,Stasinski,2002-03-25,75699,Engineer
251769,Shahab,Conde,1996-01-27,47692,Engineer
98192,Sumali,Murtagh,1986-02-10,72305,Engineer
98201,Nirmal,Hedayat,1999-07-27,40000,Engineer
213648,Maria,Docker,1998-07-06,52952,Engineer
98210,Ramzi,Rijsenbrij,1997-02-06,40000,Engineer
98216,Krassimir,Kalsbeek,1993-03-23,40000,Engineer
213634,Conal,Conte,1997-11-22,54295,Engineer
98222,Hirochika,Ruemmler,1999-01-23,40000,Engineer
29788,Radhia,Kaminger,1988-09-09,50834,Engineer
98234,Fox,Cyne,1998-07-21,51442,Engineer
213631,Yongmin,Beilner,1988-01-11,69987,Engineer
98246,Anestis,Mandell,1989-10-31,40000,Engineer
98252,Deniz,Shimshoni,1992-12-11,46533,Engineer
213614,Cathie,Matzen,2000-07-04,40000,Engineer
98266,Naftaly,Gronowski,1990-11-26,60888,Engineer
98273,Arun,Mikschl,1996-11-02,46799,Engineer
29796,Munehiko,Muniz,1991-07-28,57073,Engineer
251767,Pranjal,Borovoy,1985-12-04,40000,Engineer
98303,Aria,Qiwen,1996-07-01,41514,Engineer
213592,Kwok,Schaaf,1995-05-19,45064,Engineer
98315,Baruch,Winter,1991-02-13,43898,Engineer
213567,Pasqua,Redmiles,1986-09-25,40000,Engineer
98335,Shao,Vuskovic,1988-12-14,40000,Engineer
29803,Steen,Comte,1998-01-25,40000,Engineer
98358,Basim,Aingworth,1985-12-26,53905,Engineer
14502,Abdulla,Simkin,1992-05-10,54596,Engineer
251764,Zhonghua,Narahari,1996-12-21,69719,Engineer
98368,Sedat,Magliocco,2001-08-14,44859,Engineer
213558,Vidya,Gunderson,1990-03-28,63918,Engineer
29812,Yefim,Gimarc,1999-07-26,45714,Engineer
98380,Greger,Stassinopoulos,1996-02-02,41277,Engineer
213550,Lene,Schlumberger,1994-12-13,44802,Engineer
213548,Florina,Selvestrel,1999-07-03,50507,Engineer
213543,Martien,Puppe,1991-08-01,54818,Engineer
98394,Berthier,Anick,1991-01-06,57807,Engineer
98405,Perry,Terekhov,1998-05-20,40000,Engineer
213529,Shaibal,Schusler,1988-08-25,40000,Engineer
213513,Bluma,Zyda,1996-12-05,48155,Engineer
98424,Constantijn,Braunschweig,1991-05-27,40000,Engineer
98430,Fay,Langford,1985-05-16,61482,Engineer
29816,Kiyomitsu,Munck,1989-05-19,64415,Engineer
98445,Spyrose,Constantine,1988-07-26,65189,Engineer
29817,Florian,Sadowski,1986-02-20,41810,Engineer
98462,Ramalingam,Narwekar,1991-06-04,48452,Engineer
98463,Murthy,Gruenwald,1998-09-25,63358,Engineer
98464,Maja,Heusch,1998-03-15,52187,Engineer
98472,Tadanori,Suermann,1998-10-19,40000,Engineer
98490,Maha,Benzmuller,1995-09-15,71154,Engineer
98497,Jianhao,Cannata,1988-11-27,40000,Engineer
98504,Mokhtar,Kolinko,1999-11-28,40000,Engineer
98518,Gad,Rahimi,1995-01-22,40671,Engineer
98524,Anneli,Rosenbaum,1997-11-09,51480,Engineer
251739,Zhiguo,Lichtner,1986-11-12,45156,Engineer
98534,Xiaopeng,Mapelli,1989-11-06,55096,Engineer
213491,Sashi,Kaiser,1993-06-08,44775,Engineer
98548,Pasqua,Speer,1993-01-17,53678,Engineer
213490,Gino,Bugrara,1999-09-23,52928,Engineer
98554,Ranga,Hainaut,1995-08-21,40000,Engineer
98558,Valery,Llado,1986-09-16,40000,Engineer
213460,Tsvetan,Farrel,1990-10-22,74904,Engineer
98578,Manu,Binding,1997-08-04,47877,Engineer
98594,Eldridge,Kruskal,2000-01-25,41566,Engineer
98605,Gor,Carrere,1992-02-18,40000,Engineer
213439,Masadi,Duclos,1996-07-14,60913,Engineer
98619,Sham,Debuse,1991-09-03,48411,Engineer
98633,Zhensheng,Riesenhuber,1996-03-07,60853,Engineer
98636,Kannan,Mahnke,1993-08-13,45412,Engineer
98646,Mohd,Farrag,1998-10-07,40000,Engineer
213438,Gritta,Kobara,1998-03-03,66139,Engineer
251720,Tadanori,Birke,1986-09-24,40000,Engineer
14515,Kazuhisa,Versino,1991-02-19,61645,Engineer
261866,Michaela,Juneja,1992-01-01,40000,Engineer
98683,Charmane,Lodder,1991-11-21,40000,Engineer
98686,Wayne,Wilharm,1995-04-24,60716,Engineer
213409,Chiranjit,Kowalchuk,1993-06-14,50672,Engineer
14518,Patricia,Peir,1996-02-18,64238,Engineer
29869,Mads,Camurati,1999-07-19,40840,Engineer
98714,Duri,Covnot,1990-05-06,42499,Engineer
98725,Gill,Kaminger,1998-10-29,49026,Engineer
213371,Rimon,Luft,1997-02-24,40000,Engineer
